questions,lang,keywords
What is the founding year of the brewery that produces Pilsner Urquell?,en,"Pilsner Urquell, brewery, founding year"
"In welchem Jahr wurde die Brauerei gegründet, die Pilsner Urquell herstellt?",de,"Pilsner Urquell, Brauerei, gründen"
¿En qué año fue fundada la cervecería que produce Pilsner Urquell?,es,"Pilsner Urquell, cervecería, fundada"
In che anno è stato fondato il birrificio che produce la Pilsner Urquell?,it,"Pilsner Urquell, birrificio, anno di fondazione"
Quelle est l'année de fondation de la brasserie qui produit Pilsner Urquell?,fr,"année de fondation, brasserie, produit, Pilsner Urquell"
Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?,nl,"brouwerij, opgericht, produceert, Pilsner Urquell"
Care este anul înființării berăriei ce produce Pilsner Urquell?,ro,"Pilsner Urquell, berărie, anul înființării"
How many films did Hal Roach produce?,en,"Hal Roach, produce, film"
Wieviele Filme hat Hal Roach produziert?,de,"Hal Roach, produzieren, Film"
¿Cuántas películas ha producido Hal Roach?,es,"películas, producido, Hal Roach"
Quanti film ha prodotto Hal Roach?,it,"film, prodotto, Hal Roach"
Combien de films ont été produit par Hal Roach?,fr,"combien, films, Hal Roach"
Hoeveel films heeft Hal Roach geproduceerd?,nl,"Hal Roach, producent, film"
Câte filme a produs Hal Roach?,ro,"Hal Roach, produs, film"
In which country does the Nile start?,en,"Nile, start, country"
In welchem Land entspringt der Nil?,de,"Nil, entspringen, Land"
¿En qué país nace el Nilo?,es,"Nilo, país, orígen"
In quale stato nasce il Nilo?,it,"Nilo, stato, origine"
Dans quel pays commence le Nil?,fr,"pays, commence, Nil"
In welk land ontspringt de Nijl?,nl,"ontspringt, Nijl"
Din ce țară izvorăște Nilul?,ro,"Nil, izvor, țară"
Give me all federal chancellors of Germany.,en,"Germany, federal chancellors"
Gib mir alle Bundeskanzler.,de,Bundeskanzler
Dame todos los cancilleres alemanos.,es,"cancilleres, alemanos"
Dammi tutti i cancellieri tedeschi.,it,"cancellieri, tedeschi"
Donnes-moi tous les chancelièrs allemands.,fr,"chanceliers, allemands"
Noem alle Duitse bondskanseliers.,nl,"Duits, bondskanseliers"
Dă-mi toți cancelarii federali ai Germaniei,ro,"Germania, cancelar federal"
Which states of Germany are governed by the Social Democratic Party?,en,"state, Germany, govern, Social Democratic Party"
Welche Bundesländer in Deutschland werden von der SPD regiert?,de,"Deutschland, Bundesland, regieren, SPD"
¿En qué estados federales de Alemania gobierna la SPD?,es,"estado federal, Alemania, gobierna, SPD"
In quali stati federati della Germania governa il Partito Socialista Democratico?,it,"stato federato, Germania, governo, Partito Socialista Democratico"
Quels sont les états d'Allemagne gouvernés par le parti social-démocrate d'Allemagne?,fr,"états d'Allemagne, parti social-démocrate d'Allemagne, gouvernés"
In welke Duitse deelstaten is de SPD aan de macht?,nl,"Duitse deelstaat, SPD, aan de macht"
Ce state germane sunt guvernate de Partidul Social Democrat?,ro,"stat, Germania, guverna, Partidul Social Democrat"
Which river does the Brooklyn Bridge cross?,en,"river, cross, Brooklyn Bridge"
Welchen Fluss überspannt die Brooklyn Bridge?,de,"Fluss, überspannen, Brooklyn Bridge"
¿Por qué río cruza la Brooklyn Bridge?,es,"río, cruza, Brooklyn Bridge"
Quale fiume attraversa il ponte di Brooklyn?,it,"fiume, attraversare, ponte di Brooklyn"
Quelle cours d'eau est traversé par le pont de Brooklyn?,fr,"cours d'eau, pont de Brooklyn"
Welke rivier overspant de Brooklyn Bridge?,nl,"rivier, Brooklyn Bridge, overspant"
Ce râu traversează podul din Brooklyn?,ro,"râu, traversează, podul din Brooklyn"
How tall is Claudia Schiffer?,en,"Claudia Schiffer, tall"
Wie groß ist Claudia Schiffer?,de,"Claudia Schiffer, groß"
¿Cómo de alta es Claudia Schiffer?,es,"Claudia Schiffer, altura"
Quanto è alta Claudia Schiffer?,it,"Claudia Schiffer, altezza"
Quelle est la taille de Claudia Schiffer?,fr,"taille, Claudia Schiffer"
Hoe lang is Claudia Schiffer?,nl,"lengte, Claudia Schiffer"
Ce înălțime are Claudia Schiffer?,ro,"Claudia Schiffer, înălțime"
Which television shows were created by Walt Disney?,en,"television show, create, Walt Disney"
Welche Fernsehserien hat Walt Disney entworfen?,de,"Fernsehserie, entwerfen, Walt Disney"
¿Qué series televisivas ideó Walt Disney?,es,"serie televisica, ideó, Walt Disney"
Quali serie televisive sono state create dalla Walt Disney?,it,"serie televisiva, ideata, Walt Disney?"
Quelles séries télevisées ont été créées par Walt Disney?,fr,"séries télevisées, créées, Walt Disney"
Welke televisieseries werden bedacht door Walt Disney?,nl,"televisieserie, bedacht, Walt Disney"
Ce seriale de televiziune au fost create de Walt Disney?,ro,"serial de televiziune, creat, Walt Disney"
Give me the websites of companies with more than 500000 employees.,en,"website, company, employee, more than 500000"
Gib mir alle Webseiten von Unternehmen mit mehr als 500000 Angestellten.,de,"Webseite, Unternehmen, Angestellte, mehr als 500000"
Dame todas las páginas de Web de empresas con más de 500000 empleados.,es,"página de Web, empreasas, empleados, más de 500000"
Dammi tutti i siti internet di aziende con più di 500000 dipendenti.,it,"sito internet, azienda, dipendenti, più di 500000"
Donnes-moi les sites webs de companies avec plus de 500000 employés.,fr,"sites webs, companies, plus de 500000 employés"
Geef me de websites van alle ondernemingen met meer dan 500000 werknemers.,nl,"website, onderneming, werknemers, meer dan 500000"
Dă-mi toate website-urile de la companiile cu mai mult de 500000 de angajați,ro,"website, companie, angajat, mai mult de 500000"
Give me all cities in New Jersey with more than 100000 inhabitants.,en,"New Jersey, city, inhabitants, more than 100000"
"Gib mir alle Städte in New Jersey, die mehr als 100000 Einwohner haben.",de,"New Jersey, Stadt, Einwohner, mehr als 100000"
Dame todas las cuidades en New Jersey que tengan más de 100000 habitantes.,es,"New Jersey, ciudad, habitantes, más de 100000"
Dammi tutte le città del New Jersey con più di 100000 abitanti.,it,"New Jersey, città, abitanti, più di 100000"
Donnes-moi toutes les villes du New Jersey avec plus de 100000 habitants.,fr,"New Jersey, villes, habitants, plus de 100000"
Geef alle steden in New Jersey met meer dan 100000 inwoners.,nl,"New Jersey, stad, inwoners, meer dan 100000"
Dă-mi toate orașele din New Jersey cu mai mult de 100000 de locuitori.,ro,"New Jersey, oraș, locuitori, mai mult de 100000"
Which actors were born in Germany?,en,"actor, born, Germany"
Welche Schauspieler wurden in Deutschland geboren?,de,"Schauspieler, geboren, Deutschland"
¿Qué actores nacieron en Alemania?,es,"Actores, nacidos, Alemania"
Quali attori sono nati in Germania?,it,"attore, nato, Germania"
Quels acteurs sont nés en Allemagne?,fr,"acteurs, nés, Allemagne"
Welke acteurs zijn geboren in Duitsland?,nl,"acteur, geboren, Duitsland"
Ce actori au fost născuți în Germania?,ro,"actor, născut, Germania"
Which countries have more than two official languages?,en,"country, official language, more than two"
Welche Länder haben mehr als zwei Amtssprachen?,de,"Land, Amtssprache, mehr als zwei"
¿Qué países tienes más de dos lenguas oficiales?,es,"país, lengua oficial, más de dos"
Quali stati hanno più di due lingue ufficiali?,it,"stato, lingua ufficiale, più di due"
Quels pays ont plus de deux langues officielles?,fr,"pays, langues officielles, plus de deux"
Welke landen hebben meer dan twee officiële talen?,nl,"land, officiële taal, meer dan twee"
Ce țări au mai mult de două limbi oficiale?,ro,"țară, limbă oficială, mai mult de două"
In which U.S. state is Mount McKinley located?,en,"U.S. state, located, Mount McKinley"
In welchem US-Bundesstaat befindet sich der Mount McKinley?,de,"US-Staat, befinden, Mount McKinley"
¿En qué estado de los estados unidos se encuentra el monte McKinley?,es,"estado, estados unidos de américa, encuentra, monte McKinley"
In quale stato degli Stati Uniti si trova il Monte McKinley?,it,"Stati Uniti d'America, trova, Mount McKinley"
Dans quel état des Etats-Unis d'Amérique se trouve le mont McKinley?,fr,"états, Etats-Unis d'Amérique, trouve, mont McKinley"
In welke deelstaat van de Verenigde Staten is Mount McKinley gelegen?,nl,"deelstaat, Verenigde Staten, gelegen, Mount McKinley"
În ce stat american se află muntele McKinley?,ro,"stat american, aflat, muntele McKinley"
When was the Statue of Liberty built?,en,"Statue of Liberty, built"
Wann wurde die Freiheitsstatue erbaut?,de,"Freiheitsstatue, erbauen"
¿Cuándo fue construída la estatua de la libertad?,es,"estatua de la libertad, construída"
Quando è stata costruita la Statua della Libertà?,it,"Statua della Libertà, costruire"
Quand a-t-été construit la statue de la liberté?,fr,"statue de la liberté, construit"
Wanneer werd het Vrijheidsbeeld gebouwd?,nl,"Vrijheidsbeeld, gebouwd"
Când a fost construită Statuia Libertății?,ro,"Statuia Libertății, construit"
Give me all people that were born in Vienna and died in Berlin.,en,"people, born, Vienna, die, Berlin"
"Gib mir alle Personen, die in Wien geboren wurden und in Berlin gestorben sind.",de,"Person, geboren, Wien, gestorben, Berlin"
Dame todas las personas que hayan nacido en Viena y hayan muerto en Berlin.,es,"personas, nacidas en Viena, muertas en Berlin"
Dammi tutte le persone che sono nate a Vienna e morte a Berlino.,it,"persona, nata, Vienna, morta, Berlino"
Donne-moi toutes les personnes qui sont nées à Vienne et mortes à Berlin.,fr,"personnes, nées, Vienne, mortes, Berlin"
Noem alle personen die geboren zijn in Wenen en gestorven zijn in Berlijn.,nl,"persoon, geboren, Wenen, gestorven, Berlijn"
Dă-mi toți oamenii care s-au născut în Viena și au murit în Berlin.,ro,"oameni, născut, Viena, murit, Berlin"
Give me all movies with Tom Cruise.,en,"movie, Tom Cruise"
Gib mir alle Filme mit Tom Cruise.,de,"Film, Tom Cruise"
Dame todas las películas con Tom Cruise,es,"películas, Tom Cruise"
Dammi tutti i film con Tom Cruise.,it,"film, Tom Cruise"
Donnes-moi tous les films avec Tom Cruise.,fr,"films, Tom Cruise"
Noem alle films met Tom Cruise.,nl,"film, Tom Cruise"
Dă-mi toate filmele cu Tom Cruise.,ro,"film, Tom Cruise"
How tall is Michael Jordan?,en,"tall, Michael Jordan"
Wie groß ist Michael Jordan?,de,"groß, Michael Jordan"
¿Qué altura tiene Michael Jordan?,es,"altura, Michael Jordan"
Quanto è alto Michael Jordan?,it,"altezza, Michael Jordan"
Quelle est la taille de Michael Jordan?,fr,"taille, Michael Jordan"
Hoe lang is Michael Jordan?,nl,"lang, Michael Jordan"
Ce înățime are Michael Jordan?,ro,"înălțime, Michael Jordan"
What is the total amount of men and women serving in the FDNY?,en,"total amount, men, women, serve, FDNY"
Wieviele Männer und Frauen arbeiten in der New Yorker Berufsfeuerwehr?,de,"Männer, Frauen, arbeiten, New York, Berufsfeuerwehr"
¿Cúantos hombres y mujeres trabajan para los bomberos de Nueva York?,es,"hombres, mujeres, bomberos, Nueva York"
Qual è il totale di uomini e donne che prestano servizio nel dipartimento dei vigili del fuoco di New York?,it,"totale, uomini, donne, prestare servizio, dipartimento dei vigili del fuoco di New York"
Combien d'hommes et femmes sont membres du corps des sapeurs-pompiers professionnels de New York?,fr,"hommes, femmes, sapeurs-pompiers professionnels de New York"
Wat is het totale aantal vrouwen en mannen dat werkt bij de brandweer van New York?,nl,"mannen, vrouwen, brandweer, New York"
Care este numărul total de bărbați și femei membri ai Departamentului de Pompieri din New York?,ro,"număr total, bărbați, femei, membri, Departamentul de Pompieri din New York"
Give me all breeds of the German Shepherd dog.,en,"breed, German Shepherd dog"
Gib mir alle Schäferhundrassen.,de,Schäferhundrasse
Dame todas las razas de pastor alemán.,es,razas de pastor alemán
Dammi tutte le razze del pastore tedesco.,it,"razza, pastore tedesco"
Donnes-moi toutes les races de bergers allemands.,fr,"races, bergers allemands"
Noem alle soorten Duitse herders.,nl,"Duitse herder, soort"
Dă-mi toate rasele câinelui Ciobănesc German.,ro,"rasă, câine Ciobănesc German"
How often was Michael Jordan divorced?,en,"Michael Jordan, divorced"
Wie oft hat sich Michael Jordan scheiden lassen?,de,"Michael Jordan, scheiden"
¿Cuántas veces se ha divorciado Michael Jordan?,es,"Michael Jordan, divorcio"
Quante volte ha divorziato Michael Jordan?,it,"Michael Jordan, divorziato"
Combien de fois a divorcé Michael Jordan?,fr,"Michael Jordan, divorcé"
Hoe vaak is Michael Jackson gescheiden?,nl,"gescheiden, Michael Jackson"
De câte ori a divorțat Michael Jordan?,ro,"Michael Jordan, divorțat"
What is the official language of Suriname?,en,"Suriname, official language"
Was ist die Amtssprache Von Surinam?,de,"Surinam, Amtssprache"
¿Cuál es la idioma oficial de Surinam?,es,"Surinam, idioma oficial"
Qual è la lingua ufficiale del Suriname?,it,"Suriname, lingua ufficiale"
Quelle est la langue officielle du Suriname?,fr,"Suriname, langue officielle"
Wat is de officiële taal van Suriname?,nl,"Suriname, officiële taal"
Care este limba oficială din Suriname?,ro,"Suriname, limba oficială"
Who composed the music for Harold and Maude?,en,"Harold and Maude, compose, music"
Wer hat die Musik für Harold und Maude komponiert?,de,"Harold und Maude, komponieren, Musik"
¿Quién compuso la música para Harold y Maude?,es,"Harold y Maude, música, compositor"
Chi ha composto la musica per Harold e Maude?,it,"Harold e Maude, compositore, musica"
Qui a composé la musique de Harold et Maude?,fr,"composé, musique, Harold et Maude"
Wie componeerde de muziek voor Harold and Maude,nl,"componist, Harold and Maude"
Cine a compus coloana sonoră pentru Harold și Maude?,ro,"Harold și Maude, compune, coloana sonoră"
In which city was the former Dutch queen Juliana buried?,en,"Dutch queen Juliana, burried, city"
In welcher Stadt wurde die ehemalige niederländische Königin Juliana beerdigt?,de,"niederländische Königin Juliana, beerdigen, Stadt"
¿En qué ciudad fué enterrada la antigua reina de los países bajos Juliana?,es,"reina de los países bajos, Juliana, enterrada, ciudad"
In quale città fu sepolta la precedente regina dei Paesi Bassi Juliana?,it,"regina dei Paesi Bassi, Juliana, sepolta, città"
Dans quelle ville a-t-été enterré la reine néerlandaise Juliana?,fr,"ville, enterré, reine néerlandaise, Juliana"
In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?,nl,"stad, koningin Juliana, bijzetting"
"În ce oraș a fost înmormântată fosta regină a Olandei, Juliana?",ro,"regina Olandei, Juliana, inmormântată, oraș"
Who wrote the book The Pillars of the Earth?,en,"wrote, book, The pillars of the Earth"
Wer schrieb das Buch Die Säulen der Erde?,de,"schreiben, Buch, Die Säulen der Erde"
¿Quen escribió el libro Los pilares de la Tierra?,es,"escritor, libro, Pilares de la Tierra"
Chi ha scritto il libro I pilastri della Terra?,it,"scritto, libro, I pilastri della Terra"
Qui a écrit le livre Les Piliers de la Terre?,fr,"Les Piliers de la Terre, écrivain"
Wie schreef het boek De Pilaren van de Aarde?,nl,"auteur, De Pilaren van de Aarde"
Cine e scris cartea Stâlpii Pământului?,ro,"scrie, carte, Stâlpii Pământului"
What are the nicknames of San Francisco?,en,"San Francisco, nickname"
Was sind die Spitznamen von San Francisco?,de,"San Francisco, Spitzname"
¿Cuál es el apodo de San Francisco?,es,"San Francisco, apodo"
Quali sono i soprannomi di San Francisco?,it,"San Francisco, soprannome"
Quels sont les surnoms de San Francisco?,fr,"surnoms, San Francisco"
Wat zijn bijnamen van San Francisco?,nl,"bijnaam, San Francisco"
Care sunt poreclele pentru San Francisco?,ro,"San Francisco, poreclă"
Which companies work in the aerospace industry as well as in medicine?,en,"company, aerospace industry, medicine"
Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Medizin tätig?,de,"Unternehmen, Luft- und Raumfahrt, Medizin"
¿Qué empresas aerospaciales trabajar también en en medicina?,es,"empresas, areospaciales, medicina"
Quali aziende si occupano sia nell'industria aerospaziale che in ambito medico?,it,"azienda, industria aerospaziale, ambito medico"
Quelles companies travaillent dans l'aérospatial et dans la médecine?,fr,"companies, aérospatial, médecine"
Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de geneeskunde?,nl,"bedrijf, ruimtevaartindustrie, geneeskunde"
"Ce companii lucrează în industria aerospațială, precum și în medicină?",ro,"companii, industrie aerospațială, medicină"
Which languages are spoken in Estonia?,en,"language, spoken, Estonia"
Welche Sprachen werden in Estland gesprochen?,de,"Sprache, sprechen, Estland"
¿Qué idiomas se hablan en Estonia?,es,"idiomas, Estonia"
Quali lingue sono parlate in Estonia?,it,"lingua, Estonia"
Quelles langues parle-t-on en Estonie?,fr,"langues, Estonie"
Welke talen worden gesproken in Estland?,nl,"taal, gesproken, Estland"
Ce limbi sunt vorbite în Estonia?,ro,"limbă, vorbită, Estonia"
Are tree frogs a type of amphibian?,en,"tree frog, amphibian"
Sind Laubfrösche Amphibien?,de,"Laubfrosch, Amphibie"
¿Son las ranas verdes un tipo de anfibio?,es,"rana verde, anfibio"
Le rane verdi sono un tipo di anfibio?,it,"rana verde, anfibio"
Sont les grenouilles arboricoles un type d'amphibiens?,fr,"grenouilles arboricoles, amphibien"
Zijn boomkikkers een soort amfibie?,nl,"boomkikker, amfibie"
Sunt broaștele de copac un tip de amfibieni?,ro,"broască de copac, amfibian"
What were the main discoveries of the Mars rover Curiosity?,en,"Mars rover Curiosity, main discoveries"
Was waren die wichtigsten Entdeckungen des Marsrovers Curiosity?,de,"Marsrover Curiosity, wichtigste Entdeckungen"
¿Cuáles fueron los principales descubrimientos de Mars rover Curiosity?,es,"Mars rover Curiosity, principales descubrimientos"
Quali sono state le scoperte piu' importanti del Mars rover Curiosity?,it,"Mars rover Curiosity, scoperte piu' importanti"
Quelles sont les découvertes les plus importantes du Mars Rover Curiosity?,fr,"Mars Rover Curiosity, découvertes importantes"
Wat zijn de meest belangrijke ontdekkingen van de Mars rover Curiosity?,nl,"Mars rover Curiosity, meest belangrijke ontdekkingen"
Care au fost descoperirile principale ale Mars rover Curiosity?,ro,"Mars rover Curiosity, descoperiri principale"
When did Latvia join the EU?,en,"Latvia, join, EU"
Wann ist Lettland der EU beigetreten?,de,"Lettland, beitreten, EU"
¿Cuándo ingresó Letonia a la unión europea?,es,"Letonia, ingreso, unión europea"
Quando la Lettonia è entrata nell'Unione Europea?,it,"Lettonia, entrare, Unione Europea"
Quand est la Lettonie devenue membre de l'Union européene?,fr,"Lettonie, membre, Union européene"
Wanneer trad Letland toe tot de EU?,nl,"Letland, toetreden, EU"
Când a aderat Letonia la Uniunea Europeană?,ro,"Letonia, adera, Uniunea Europeană"
Where is the residence of the prime minister of Spain?,en,"prime minister, Spain, residence"
Wo wohnt der Premierminister von Spanien?,de,"Premierminister, Spanien, wohnen"
¿Dónde vive el primer ministor de España?,es,"primer ministro, España, vive"
Dove vive il primo ministro della Spagna?,it,"primo ministro, Spagna, vivere"
Où se trouve la résidence du Premier Ministre d'Espagne?,fr,"résidence, Premier Ministre d'Espagne"
Waar woont de premier van Spanje?,nl,"woont, premier van Spanje"
Unde este reședința primului ministru al Spaniei?,ro,"prim ministru, Spania, reședință"
Which countries have more than ten caves?,en,"country, cave, more than ten"
In welchen Ländern gibt es mehr als zehn Höhlen?,de,"Land, Höhle, mehr als zehn"
¿Qué países tienen más de diez cuevas?,es,"país, cuevas, más de diez"
Quali nazioni hanno più di dieci grotte?,it,"nazione, grotta, più di dieci"
Quels pays ont plus de dix grottes?,fr,"pays, grottes, plus de dix"
Welke landen hebben meer dan tien grotten?,nl,"land, grotten, meer dan tien"
Ce țări au mai mult de zece peșteri?,ro,"țară, peșteră, mai mult de zece"
Give me all animal species that live in the Teutoburg Forest.,en,"Teutoburg Forest, animal species"
"Gib mir alle Tierarten, die im Teutoburger Wald leben.",de,"Teutoburger Wald, Tierart"
Dame todas las especies animales qué vivan en el Bosque Teutónico.,es,"Bosque Teutónico, especies animales"
Dammi tutte le specie animali che vivono nella Foresta di Teutoburgo.,it,"Foresta di Teutoburgo, specie animali"
Donnes-moi toutes les espèces animales qui vivent dans la forêt de Teutberg.,fr,"espèces animales, forêt de Teutberg"
Noem alle diersoorten die leven in het Teutoburgerwoud.,nl,"diersoort, voorkomen, Teutoburgerwoud"
Dă-mi toate speciile de animale care trăiesc în pădurea Teutoburg,ro,"pădurea Teutoburg, specii de animale"
Who created Goofy?,en,"created, Goofy"
Wer hat Goofy erfunden?,de,"erfinden, Goofy"
¿Quién es el creador de Goofy?,es,"creador, Goofy"
Chi è il creatore di Pippo?,it,"creatore, Pippo"
Qui est le créateur de Goofy?,fr,"Goofy, créateur"
Wie bedacht Goofy?,nl,"bedenker, Goofy"
Cine l-a creat pe Goofy?,ro,"creat, Goofy"
Give me all sister cities of Brno.,en,"Brno, sister city"
Gib mir alle Partnerstädte von Brno.,de,"Brno, Partnerstadt"
Dame las ciudades hermanadas con Brno.,es,"ciudades hermanadas, Brno"
Dammi tutte le città gemellate con Brno.,it,"Brno, città gemellata"
Quels sont les villes jumelles de Brno?,fr,"villes jumelles, Brno"
Geef alle zustersteden van Brno.,nl,"zusterstad, Brno"
Dă-mi toate orașele înfrățite cu Brno.,ro,"Brno, oraș înfrățit"
Give me all soccer clubs in Spain.,en,"Spain, soccer club"
Gib mir alle Fußballvereine in Spanien.,de,"Fußballverein, Spanien"
Dame todos los club de fútbol de España.,es,"España, club de fútbol"
Dammi tutti i club calcistici della Spagna,it,"Spagna, club calcistico"
Donnes-moi tous les clubs de football d'Espagne.,fr,"Espagne, clubs de football"
Noem alle Spaanse voetbalclubs.,nl,"Spanje, voetbalclub"
Dă-mi toate cluburile de fotbal din Spania,ro,"Spania, club de fotbal"
Which other weapons did the designer of the Uzi develop?,en,"Uzi, designer, develop, weapon"
Welche anderen Waffen hat der Erfinder der Uzi entwickelt?,de,"Uzi, Erfinder, Waffe"
¿Qué otras armas desarrolló el inventor del Uzi?,es,"Uzi, inventor, otras armas"
Quali altre armi sono state progettate dall'inventore dell'Uzi?,it,"Uzi, inventore, progettare, arma"
Quels autres armes ont été developées par l'inventeur de l'Uzi?,fr,"armes, developées, inventeur de l'Uzi"
Welke andere wapens heeft de uitvinder van de Uzi ontwikkeld?,nl,"Uzi, uitvinder, wapens"
Ce alte arme a realizat proiectantul Uzi?,ro,"Uzi, proiectant, realiza, armă"
Which caves have more than 3 entrances?,en,"cave, entrance, more than 3"
Welche Höhlen haben mehr als 3 Eingänge?,de,"Höhle, Eingang, mehr als 3"
¿Qué cuevas tienen más de 3 entradas?,es,"cueva, entrada, más de 3"
Quali grotte hanno più di 3 entrate?,it,"grotta, entrata, più di 3"
Quelles grottes ont plus de 3 entrées?,fr,"grottes, plus de 3 entrées"
Welke grotten hebben meer dan drie ingangen?,nl,"grot, ingang, meer dan drie"
Ce peșteri au mai mult de 3 intrări?,ro,"peșteră, intrare, mai mult de 3"
Which countries adopted the Euro?,en,"country, adopt, Euro"
Welche Länder haben den Euro übernommen?,de,"Land, übernehmen, Euro"
¿Qué países han introducido el Euro?,es,"países, introducido, Euro"
Quali stati hanno introdotto l'Euro?,it,"stato, introdurre, Euro"
Quels pays ont adopté l'Euro?,fr,"pays, adopté, Euro"
Welke landen hebben de Euro geïntroduceerd?,nl,"land, Euro, geïntroduceerd"
În ce țări a fost introdus euro?,ro,"țară, introdus, euro"
Which country does the creator of Miffy come from?,en,"Miffy, creator, country"
Aus welchem Land kommt der Erfinder von Nijntje?,de,"Nijntje, Erfinder, Land"
¿De qué país viene el creador de Nijntje?,es,"Njintje, creados, país"
Da quale stato proviene il creatore di Miffy?,it,"Miffy, creatore, nazione"
De quel pays vient le créateur de Miffy?,fr,"pays, créateur, Miffy"
Uit welk land komt de bedenker van Nijntje?,nl,"Nijntje, bedenker, nationaliteit"
Din ce țara provine creatorul Miffy?,ro,"Miffy, creator, țară"
Give me all female given names.,en,"female, given name"
Gib mir alle weiblichen Vornamen.,de,"weiblich, Vorname"
Dame todos los nombres propios femeninos.,es,"nombre propio, femenino"
Dammi tutti i nomi propri femminili.,it,"nome proprio, femminile"
Donnes-moi tous les prénoms féminins.,fr,"prénom, féminin"
Geef me alle vrouwelijke voornaamen.,nl,"vrouwelijk, voornaam"
Dă-mi toate prenumele feminine.,ro,"feminine, prenume"
Was Margaret Thatcher a chemist?,en,"Margaret Thatcher, chemist"
War Margaret Thatcher Chemikerin?,de,"Margaret Thatcher, Chemikerin"
¿Fue Margaret Thatcher química?,es,"Margret Thatcher, química"
Margaret Thatcher era un chimico?,it,"Margaret Thatcher, chimico"
Margaret Thatcher était-elle une chimiste?,fr,"Margaret Thatcher, chimiste"
Was Margaret Thatcher een chemicus?,nl,"Margaret Thatcher, chemicus"
A fost Margaret Thatcher un chimist?,ro,"Margaret Thatcher, chimist"
Which German cities have more than 250000 inhabitants?,en,"city, Germany, inhabitants, more than 250000"
Welche deutschen Städte haben mehr als 250000 Einwohner?,de,"Stadt, Deutschland, Einwohner, mehr als 250000"
¿Qué ciudades alemanas tienen más de 250000 habitantes?,es,"cuidad, Alemania, habitantes, más de 250000"
Quali città tedesche hanno più di 250000 abitanti?,it,"città, Germania, abitanti, più di 250000"
Quelles villes allemandes ont plus de 250000 habitants?,fr,"villes, Allemagne, habitants, plus de 250000"
Welke Duitse steden hebben meer dan 250000 inwoners?,nl,"stad, Duitsland, inwoners, meer dan 250000"
